post_id,permalink,post_message,type,date_posted,lifetime_post_total_reach,lifetime_post_total_impressions,lifetime_engaged_users,lifetime_post_impressions_who_liked
102088165248724_121066316684242,https://www.facebook.com/sugboanongsimbahan/posts/121066316684242,"""Nalipay kaayo ko nga ang akong anak nabunyagan na nga Katoliko."" said Rosemarie Elosendo (Mom of Milby Elosendo). #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Photo,4/14/21 4:10 AM,50422,50879,3757,5602
102088165248724_121060896684784,https://www.facebook.com/sugboanongsimbahan/posts/121060896684784,"PHOTO HIGHLIGHTS | Apostolic Nuncio to the Philippines, ARCHBISHOP CHARLES J. BROWN, leads the faithful in singing the Gozos Batobalani sa Gugma after giving images of the Sñr. Sto. Niño de Cebu to the seven (7), newly-baptized children on the occasion of the 500 Years of Christianity in the Philippines.   #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Photo,4/14/21 3:57 AM,39435,41587,3304,6270
102088165248724_121050383352502,https://www.facebook.com/sugboanongsimbahan/posts/121050383352502,"""Rejoice in the gift and share that gift. This is not the end of the 500 years of Christianity. In fact, the beginning or the launching of the 500th year of faith. And launching would not mean anything if in our lives we don't say 'thank you, Lord' and not until we share that gift.""  - COTABATO ARCHBISHOP-EMERITUS ORLANDO CARDINAL QUEVEDO in his Message during the  500 Years of Christianity in the Philippines held at the Plaza Sugbo (14 April 2021)  #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Photo,4/14/21 3:34 AM,4061,4230,197,1909
102088165248724_121046526686221,https://www.facebook.com/sugboanongsimbahan/posts/121046526686221,"""The faith that Humabon, Juana, and others have received remain with them because that faith does not stay on the surface but goes deep into the hearts. A new light is brought to them—the light of the Risen Christ.""  - COTABATO ARCHBISHOP-EMERITUS ORLANDO CARDINAL QUEVEDO in his Message during the  500 Years of Christianity in the Philippines held at the Plaza Sugbo (14 April 2021)  #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Photo,4/14/21 3:27 AM,4357,4377,193,1981
102088165248724_121044676686406,https://www.facebook.com/sugboanongsimbahan/posts/121044676686406,"""Rejoicing leads to sharing. Not so much by words. OFWs don't go out on the streets to proclaim the word of God. They do so not by words but by example of a faithful Christian life.""   COTABATO ARCHBISHOP-EMERITUS ORLANDO CARDINAL QUEVEDO in his Message during the  500 Years of Christianity in the Philippines at the Plaza Sugbo (14 April 2021)  #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Photo,4/14/21 3:23 AM,4597,4735,198,1997
102088165248724_121044243353116,https://www.facebook.com/sugboanongsimbahan/posts/121044243353116,"""What struck me especially was when the Nuncio passed the light of the Paschal candle to each one of the newly baptized. The idea is this paschal candle is the light of Christ and this light is Christ. The light of Christ is passed on to the newly baptized. It's meaning is not only to the newly baptized but to all of us faithful. The light is passed on to us in order that we may share that light to others.""   - COTABATO ARCHBISHOP-EMERITUS ORLANDO CARDINAL QUEVEDO in his Message during the  500 Years of Christianity in the Philippines held at the Plaza Sugbo (14 April 2021)  #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Photo,4/14/21 3:23 AM,3795,3965,175,2206
102088165248724_121042063353334,https://www.facebook.com/sugboanongsimbahan/posts/121042063353334,"""What we are celebrating [now] is a beginning of a new circle. A spiral - a spiral of faith""  COTABATO ARCHBISHOP-EMERITUS ORLANDO CARDINAL QUEVEDO in his Message during the  500 Years of Christianity in the Philippines held at the Plaza Sugbo (14 April 2021)  #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Photo,4/14/21 3:19 AM,10983,11386,534,2495
102088165248724_121027510021456,https://www.facebook.com/sugboanongsimbahan/posts/121027510021456,"For the first time, FRENCH CEDRIC SISON, as a new member of our Christian community, receives the Body of Christ during the commemoration of the 500 Years of Christianity in the Philippines. #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Photo,4/14/21 2:51 AM,7712,8207,464,3083
102088165248724_206953037519092,https://www.facebook.com/sugboanongsimbahan/videos/206953037519092/,"Declaration of the Basilica Minore del Santo Niño de Cebu as National Cultural Treasure and Launching of the Commemorative Stamp | April 14, 2021",Video,4/14/21 2:40 AM,12791,13448,1303,3559
102088165248724_121014363356104,https://www.facebook.com/sugboanongsimbahan/posts/121014363356104,"#500YoCCebuFACTS | Apostolic Nuncio to the Philippines, ARCHBISHOP CHARLES J. BROWN, administers the Sacrament of Baptism to seven (7) children to commemorate the 500th Year Anniversary of Christianity in the Philippines.  Through the efforts of the Archdiocese of Cebu Catechetical Ministry, the seven privileged children are as follows: 1. David Villagracia 2. John Michael D. Dragon 3. Milby S. Elosendo 4. April E. Suan 5. Billy Cony F. Pahl 6. French Cedric Sison 7. Jolito C. Abaquita Jr.   #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Photo,4/14/21 2:25 AM,6452,6790,379,2996
102088165248724_121009003356640,https://www.facebook.com/sugboanongsimbahan/posts/121009003356640,"""Let us ask the Holy Family, Jesus, Mary and Joseph, to bless, protect and inspire all Filipino families especially in this difficult time. Let us recommit ourselves to our own baptismal calling so that we will be witnesses to the light of Christ—not only here in the Philippines but indeed throughout the entire world.""  - ARCHBISHOP CHARLES J. BROWN Apostolic Nuncio to the Philippines in his Message during the  500 Years of Christianity in the Philippines held at the Plaza Sugbo (14 April 2021).  #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Photo,4/14/21 2:14 AM,16315,16670,929,2767
102088165248724_121008610023346,https://www.facebook.com/sugboanongsimbahan/posts/121008610023346,"""What we celebrate with hearts filled with joy is the fact that in these five centuries, the Catholic faith has entered deeply into the Filipino culture and has produced a distinctively Filipino expression of the unchanging and universal truth of Catholic faith.""   ARCHBISHOP CHARLES J. BROWN Apostolic Nuncio to the Philippines  in his Homily during the 500 Years of Christianity in the Philippines at the Plaza Sugbo (14 April 2021)  #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Photo,4/14/21 2:14 AM,7915,8038,461,2625
102088165248724_121004903357050,https://www.facebook.com/sugboanongsimbahan/posts/121004903357050,"""The faith that began in Asia was transported to this part of Asia, [the Philippines], by Europeans and is now being retransported back to Europe and across around the world by Filipinos.""  - ARCHBISHOP CHARLES J. BROWN Apostolic Nuncio to the Philippines in his Message during the  500 Years of Christianity in the Philippines held at the Plaza Sugbo (14 April 2021)  #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Photo,4/14/21 2:07 AM,13767,14138,811,3064
102088165248724_120997480024459,https://www.facebook.com/sugboanongsimbahan/posts/120997480024459,"#500YoCCebu | Milby S. Elosendo, an Aeta, is one of the candidates to be baptized today, 14 April 2021, the 500th Year Anniversary of the Arrival of Christianity in the Philippines and of the First Baptism in Cebu.  #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Photo,4/14/21 1:52 AM,6531,6790,308,2544
102088165248724_120994100024797,https://www.facebook.com/sugboanongsimbahan/posts/120994100024797,"HAPPY 500TH ANNIVERSARY! | The Papal Nuncio to the Philippines, Most Rev. Charles Brown, D.D. presides over the Solemn Pontifical High Mass at Plaza Sugbo - where Magellan's Cross is also located - on the occasion of the 500th anniversary of the First Baptism held in the Philippines.   Present are the different parish representatives, some government officials, men and women in uniform, rest of the laity, bishops, rest of the clergy and women religious, and also those who received the Sacraments of Christian Initation during the past three days.   #SugboanongSimbahan #500YoCCebu #GiftedtoGiveCebu",Photo,4/14/21 1:46 AM,208741,213276,18021,10431
102088165248724_120987873358753,https://www.facebook.com/sugboanongsimbahan/posts/120987873358753,"""Let's lift up to God our thanksgiving. Our gratitude for 500 years of Christianity - for having been baptized and for knowing that we are a community of God's children. Let's pray that our coming together will make us aware how privileged we are to be called children and how privileged we are to be invited to share our gifts.""  - CEBU ARCHBISHOP JOSE S. PALMA, DD in his Message during the  500 Years of Christianity in the Philippines at the Plaza Sugbo (14 April 2021)  #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Photo,4/14/21 1:33 AM,8966,9062,534,2313
102088165248724_120985153359025,https://www.facebook.com/sugboanongsimbahan/posts/120985153359025,"ATM | Apostolic Nuncio to the Philippines, ARCHBISHOP CHARLES J. BROWN, DD presides over the Thanksgiving Mass in commemoration of the 500th Year Anniversary of the Arrival of Christianity in the Philippines and the First Baptism here in Cebu.   Concelebrating with him are Cebu Archbishop Jose S. Palma, Cotabato Archbishop-Emeritus Orlando B. Cardinal Quevedo, Cebu Auxiliary Bishop Midyphil B. Billones, Cebu Auxiliary Bishop-Emeritus Antonio R. Rañola, Palo Archbishop John F. Du, Talibon Bishop Patrick Daniel Y. Parcon, Ozamis Archbishop Martin S. Jumoad, Baguio Bishop Victor B. Bendico, Maasin Bishop Precioso D. Cantillas SDB, CBCP Secretary-General Msgr. Berni Pantin, the Augustianian Friars and other visiting priests.  #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Photo,4/14/21 1:28 AM,11138,11904,860,4188
102088165248724_120945030029704,https://www.facebook.com/sugboanongsimbahan/posts/120945030029704,"REMINISCING THAT MOMENT | A re-enactment of the First Baptism held in Cebu, 500 years ago, on this very day.   The presentors come from the San Diego Dance Company. The Holy Mass with His Excellency Archbishop Charles Brown, Apostolic Nuncio to the Philippines will start at 4:00 PM.   #SugboanongSimbahan #500YoCCebu #GiftedtoGiveCebu",Photo,4/14/21 12:02 AM,255192,277379,17480,9149
102088165248724_120939073363633,https://www.facebook.com/sugboanongsimbahan/posts/120939073363633,"ATM | Before the Eucharistic celebration at 4PM today, 14 April 2021, Cebu Archbishop Jose S. Palma, Orlando Cardinal Quevedo and Papal Nuncio Archbishop Charles J. Brown pay a short visit to the Cebu City Mayor Edgardo C. Labella. #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Photo,4/13/21 11:51 PM,50960,51366,3094,5397
102088165248724_120938533363687,https://www.facebook.com/sugboanongsimbahan/posts/120938533363687,"ANNOUNCEMENT   This is to inform everyone that we cannot accommodate all crossposting requests due to platform limitations. Nevertheless, we encourage everyone to share the live feed instead. Thank you and God bless!  #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Photo,4/13/21 11:50 PM,2623,2734,128,1579
102088165248724_1460043254331448,https://www.facebook.com/sugboanongsimbahan/videos/1460043254331448/,"LIVE | 500 YEARS OF CHRISTIANITY - Archdiocese of Cebu Celebration  I. Re-enactment of the First Baptism II. Pontifical Mass of the Commemoration of the 500 years of Christianity - Presider: His Excellency Archbishop Charles J. Brown, Apostolic Nuncio to the Philippines III. Declaration of the Basilica del Sto. Nino and Sto. Nino image as National Culture Treasure IV. Blessing and Opening of the Sto. Nino Exhibit  #SugboanongSimbahan  #500YoCCebu  #GiftedtoGiveCebu",Video,4/13/21 11:18 PM,271422,293118,18439,7013
102088165248724_120897443367796,https://www.facebook.com/sugboanongsimbahan/posts/120897443367796,ATM | The venue for our celebration of the 500 Years of Christianity is now ready! Re-enactment of the First Baptism will start at 2:00 PM.  Watch it live via The Roman Catholic Archdiocese of Cebu Official Facebook page.  #SugboanongSimbahan #500YoCCebu #GiftedtoGiveCebu,Photo,4/13/21 10:17 PM,10800,10988,604,3348
102088165248724_119833773474163,https://www.facebook.com/sugboanongsimbahan/posts/119833773474163,"#OnThisDay | BAPTIZING THE QUEEN - 14 April 1521  ""After lunch, the fleet’s chaplain and some Spaniards went on shore to baptize the queen, who came with forty ladies. They were led to the scaffolding: the queen was made to sit down on a cushion, and her women around her, until the priest was ready. Meanwhile, a wooden image of our Lady holding her little child, which was very well made, and a cross were shown to her. When she saw these, she had greater desire to be a Christian. She was baptized and named Juana, like the emperor’s mother. The wife of the prince, daughter of the queen, had the name of Catherine. The others, each was given a name.   ""After baptism, 'she begged' the Spaniards to give her the image of a little wooden boy to put it in the place of the idols. The image was given. That day eight hundred men, women, and children were baptized.""  #SugboanongSimabahan #500YoCCebu #GiftedToGiveCebu  Credits: FR. MARVIN MEJIA [Cf. Pigafetta, A. (1969). Magellan’s voyage. Anarrative account of the first circumnavigation. (R. A. Skelton. Trans); and Pigafetta, Antonio. The Philippine Islands, 1493-1898, 33, 1519- 1522, (2013) (James Alexander Roberson. Trans., Emma Helen Blair, Edit). Retrieved from gutenberg.org/files/42884/42884.h/42884h.htm (Original work published 1906).]  Photo: RYAN ARISTOTLE ARAGON CARREON, National Quincentennial Committee FB Page",Photo,4/13/21 9:15 PM,21764,23073,1512,4547
